,decision,draws,losses,wins,opponent_wins,opponent_losses,opponent_draws,Height_Difference,Age_Difference
26625,Win,0,3,0,0,1,0,3.0,-2.0
26626,Loss,0,1,6,1,0,0,-2.0,3.0
26627,Loss,0,1,6,1,0,0,-2.0,3.0
26632,Draw,1,0,1,0,0,0,0.0,-10.0
26633,Draw,2,1,2,2,1,0,0.0,10.0
26634,Loss,0,1,2,1,1,0,4.0,3.0
26649,Loss,2,4,40,30,0,1,13.0,2.0
26650,Loss,1,0,22,20,0,1,3.0,8.0
26651,Loss,0,3,48,46,0,0,5.0,-2.0
26684,Loss,1,2,12,11,2,1,2.0,8.0
26838,Win,1,7,8,8,6,1,0.0,-2.0
26839,Win,2,8,4,4,6,1,5.0,-2.0
26848,Loss,1,3,15,6,0,0,5.0,2.0
26849,Loss,1,0,22,4,0,0,6.0,-4.0
26850,Loss,1,0,22,4,0,0,6.0,-4.0
26855,Loss,1,3,15,13,1,1,4.0,17.0
26856,Loss,0,2,25,16,1,0,1.0,5.0
26857,Loss,0,2,25,11,0,0,1.0,5.0
26858,Loss,0,2,25,1,0,0,1.0,5.0
26859,Loss,1,0,22,17,0,1,5.0,11.0
26860,Loss,1,0,22,17,0,1,5.0,11.0
26861,Draw,3,15,9,2,3,0,-3.0,11.0
26862,Draw,3,15,9,2,3,0,-3.0,11.0
26889,Win,1,5,29,23,2,1,-4.0,-1.0
26890,Win,5,61,14,8,5,2,4.0,-6.0
26891,Win,4,4,19,17,3,3,-5.0,1.0
26892,Win,2,4,40,38,3,1,5.0,-4.0
26893,Win,1,16,30,29,11,0,2.0,-1.0
26934,Loss,3,6,16,12,1,2,-1.0,-3.0
26937,Loss,3,6,16,3,1,1,-5.0,0.0
26938,Loss,2,0,12,0,0,1,-7.0,3.0
26939,Loss,0,1,11,0,0,0,-5.0,5.0
26941,Loss,0,4,19,7,0,0,-6.0,5.0
26942,Draw,2,4,7,7,4,1,-2.0,-9.0
26944,Loss,0,0,4,2,0,0,-2.0,-1.0
26953,Win,2,11,23,23,7,2,-10.0,-4.0
26954,Win,2,11,23,23,7,2,-10.0,-4.0
26955,Win,0,13,3,1,5,0,-10.0,-10.0
26956,Win,0,16,9,9,10,0,0.0,-4.0
26968,Win,0,8,17,11,1,0,-7.0,9.0
26969,Win,0,14,32,32,7,0,-12.0,3.0
26970,Loss,1,6,36,20,0,0,-3.0,0.0
26971,Win,0,7,21,21,6,0,-7.0,3.0
26972,Win,0,7,21,21,6,0,-7.0,3.0
26985,Win,1,4,21,20,3,1,-1.0,2.0
26986,Win,1,4,21,20,3,1,-1.0,2.0
27012,Loss,2,4,11,4,1,0,-18.0,7.0
27016,Loss,0,2,17,1,0,0,0.0,5.0
27017,Loss,0,2,17,14,1,0,1.0,5.0
27018,Loss,1,4,20,13,0,0,-12.0,11.0
27024,Win,1,18,23,18,12,0,2.0,13.0
27042,Win,1,4,20,19,1,1,-4.0,5.0
27043,Win,0,4,29,27,2,0,5.0,-6.0
27044,Win,3,10,27,24,4,3,6.0,1.0
27045,Win,0,4,37,36,2,0,2.0,1.0
27046,Loss,0,4,37,35,2,0,2.0,1.0
27047,Win,3,11,21,18,2,3,-4.0,-2.0
27053,Win,3,11,21,21,10,3,-7.0,-2.0
27054,Win,2,7,24,22,4,2,-5.0,-9.0
27063,Win,3,5,8,8,4,3,-3.0,-13.0
27064,Win,3,5,8,8,4,3,-3.0,-13.0
27100,Win,0,8,0,0,6,0,-6.0,8.0
27103,Loss,3,10,15,0,1,2,-4.0,5.0
27108,Win,0,8,0,0,5,0,8.0,-7.0
27110,Win,0,1,0,0,0,0,11.0,-10.0
27111,Win,0,8,0,0,1,0,-1.0,-3.0
27124,Loss,0,0,12,8,0,0,-8.0,0.0
27125,Win,0,11,2,1,8,0,-1.0,6.0
27126,Loss,0,2,14,13,0,0,-11.0,2.0
27127,Win,0,14,0,0,13,0,-9.0,2.0
27128,Win,0,14,0,0,13,0,-9.0,2.0
27129,Loss,0,14,16,11,9,0,-6.0,-9.0
27130,Loss,0,3,14,10,2,0,-4.0,-1.0
27131,Win,0,3,0,0,0,0,-6.0,-5.0
27138,Win,0,8,0,0,1,0,12.0,14.0
27139,Win,0,8,0,0,1,0,12.0,14.0
27140,Win,0,8,0,0,6,0,3.0,-4.0
27141,Win,0,8,0,0,6,0,3.0,-4.0
27142,Draw,2,8,13,13,8,1,13.0,-4.0
27144,Loss,1,1,6,0,0,0,-8.0,4.0
27145,Win,0,3,0,0,2,0,-10.0,-12.0
27149,Win,0,10,0,0,8,0,14.0,1.0
27150,Win,0,10,0,0,8,0,14.0,1.0
27151,Win,0,3,0,0,1,0,5.0,-7.0
27180,Win,2,31,7,7,30,2,5.0,-12.0
27181,Win,2,31,7,7,30,2,5.0,-12.0
27182,Win,0,5,0,0,4,0,2.0,4.0
27184,Win,2,31,7,5,6,2,-1.0,-3.0
27185,Win,2,31,7,5,6,2,-1.0,-3.0
27186,Win,1,21,8,8,10,1,1.0,-5.0
27187,Win,2,9,3,2,3,0,-1.0,-5.0
27188,Win,2,9,3,2,1,0,-1.0,-5.0
27189,Win,2,9,3,2,0,0,-1.0,-5.0
27190,Win,0,21,2,1,11,0,9.0,-7.0
27191,Loss,1,4,23,22,4,1,4.0,1.0
27192,Loss,1,4,23,22,4,1,4.0,1.0
27193,Loss,0,0,20,10,0,0,9.0,3.0
27194,Win,1,24,25,23,11,1,12.0,-1.0
27195,Win,1,24,25,23,11,1,12.0,-1.0
27196,Win,2,31,7,5,11,2,-2.0,2.0
27197,Win,2,31,7,5,11,2,-2.0,2.0
27198,Win,2,31,7,5,11,2,-2.0,2.0
27199,Win,2,31,7,5,11,2,-2.0,2.0
27207,Loss,1,19,28,17,14,1,0.0,-6.0
27211,Loss,0,1,20,12,0,0,-5.0,4.0
27212,Loss,1,14,16,5,2,1,-1.0,1.0
27213,Loss,1,14,16,2,1,1,-1.0,1.0
27214,Loss,1,14,16,1,1,1,-1.0,1.0
27215,Draw,1,14,16,0,0,0,-1.0,1.0
27216,Loss,1,19,28,25,17,1,11.0,-8.0
27217,Loss,1,19,28,25,17,1,11.0,-8.0
27218,Loss,0,1,20,17,1,0,6.0,2.0
27219,Loss,0,1,20,17,1,0,6.0,2.0
27220,Loss,0,8,15,14,8,0,9.0,-2.0
27221,Loss,0,8,15,14,8,0,9.0,-2.0
27222,Loss,2,8,13,12,7,1,13.0,-4.0
27223,Loss,2,8,13,12,7,1,13.0,-4.0
27226,Loss,0,1,12,11,0,0,-4.0,1.0
27227,Loss,0,1,12,11,0,0,-4.0,1.0
27228,Loss,0,14,16,12,12,0,3.0,-11.0
27229,Loss,0,14,16,12,12,0,3.0,-11.0
27230,Win,1,21,8,8,20,1,2.0,-5.0
27231,Win,1,21,8,8,17,1,2.0,-5.0
27232,Win,0,11,2,2,10,0,-3.0,10.0
27233,Win,0,3,0,0,1,0,-15.0,5.0
27234,Win,0,3,0,0,0,0,-15.0,5.0
27244,Win,0,9,2,2,7,0,-3.0,-8.0
27245,Win,0,9,2,2,7,0,-3.0,-8.0
27246,Win,0,9,2,2,6,0,-3.0,-8.0
27247,Win,0,9,2,2,6,0,-3.0,-8.0
27248,Win,0,15,1,1,12,0,3.0,-2.0
27249,Win,0,15,1,1,12,0,3.0,-2.0
27250,Win,0,15,1,1,10,0,3.0,-2.0
27251,Win,0,15,1,1,10,0,3.0,-2.0
27252,Win,0,15,1,1,8,0,3.0,-2.0
27253,Win,0,15,1,1,8,0,3.0,-2.0
27260,Win,0,9,2,2,8,0,0.0,-11.0
27261,Win,0,9,2,2,8,0,0.0,-11.0
27262,Win,0,15,1,1,14,0,6.0,-5.0
27263,Win,0,15,1,1,14,0,6.0,-5.0
27288,Win,0,5,0,0,1,0,-9.0,7.0
27289,Loss,1,4,33,30,4,1,-4.0,0.0
27290,Loss,0,1,20,18,1,0,-2.0,-2.0
27291,Loss,0,8,15,13,8,0,1.0,-6.0
27292,Loss,0,3,15,6,0,0,1.0,0.0
27293,Loss,0,3,15,5,0,0,1.0,0.0
27296,Loss,0,0,7,5,0,0,3.0,-10.0
27297,Loss,1,4,12,8,4,1,1.0,2.0
27313,Win,1,2,30,26,1,1,4.0,-13.0
27315,Win,0,5,13,12,2,0,5.0,-2.0
27321,Win,0,3,4,2,2,0,-5.0,-9.0
27322,Win,1,14,15,7,1,1,3.0,4.0
27323,Win,0,12,14,11,5,0,0.0,-1.0
27324,Win,0,12,14,11,5,0,0.0,-1.0
27325,Win,1,8,28,15,2,0,-8.0,-1.0
27326,Win,1,8,28,15,2,0,-8.0,-1.0
27327,Win,2,10,26,16,5,2,0.0,-1.0
27329,Loss,0,0,18,14,0,0,-10.0,6.0
27330,Loss,0,2,12,9,0,0,-10.0,9.0
27331,Loss,0,4,19,15,0,0,-9.0,8.0
27339,Win,2,3,5,5,2,2,5.0,-1.0
27345,Win,0,3,0,0,2,0,6.0,5.0
27346,Win,2,7,4,0,0,0,6.0,-4.0
27347,Win,2,7,4,0,0,0,6.0,-4.0
27355,Draw,2,18,0,0,0,0,4.0,-13.0
27356,Loss,0,4,14,0,0,0,7.0,1.0
27357,Win,0,2,0,0,1,0,-2.0,-11.0
27359,Win,0,3,0,0,2,0,0.0,-11.0
27360,Loss,2,7,4,1,4,2,10.0,-6.0
27361,Loss,2,7,4,1,4,2,10.0,-6.0
27368,Loss,0,2,14,7,0,0,-5.0,11.0
27369,Win,0,14,0,0,3,0,-3.0,11.0
27370,Win,0,14,0,0,3,0,-3.0,11.0
27371,Win,0,8,15,3,2,0,6.0,9.0
27372,Loss,0,13,14,10,7,0,-5.0,3.0
27373,Loss,0,13,14,1,1,0,-5.0,3.0
27374,Loss,0,13,14,0,1,0,-5.0,3.0
27375,Loss,0,2,27,10,0,0,-10.0,0.0
27381,Win,0,14,0,0,11,0,-13.0,4.0
27382,Win,0,14,0,0,11,0,-13.0,4.0
27383,Loss,2,5,34,33,4,2,-7.0,-6.0
27384,Loss,2,5,34,33,4,2,-7.0,-6.0
27385,Draw,2,3,12,12,3,1,-13.0,4.0
27387,Loss,0,5,3,1,0,0,-15.0,1.0
27405,Win,1,22,37,35,20,1,9.0,-3.0
27441,Loss,0,0,12,7,0,0,-7.0,10.0
27451,Win,0,13,6,6,6,0,-10.0,-10.0
27457,Loss,0,1,18,5,0,0,-18.0,9.0
27458,Loss,0,1,18,5,0,0,-18.0,9.0
27459,Loss,0,1,18,5,0,0,-18.0,9.0
27460,Loss,2,0,12,5,0,1,-10.0,5.0
27461,Loss,2,0,12,5,0,1,-10.0,5.0
27462,Loss,2,0,12,5,0,1,-10.0,5.0
27466,Loss,0,1,18,6,0,0,-5.0,11.0
27467,Loss,0,1,18,6,0,0,-5.0,11.0
27468,Loss,0,1,18,6,0,0,-5.0,11.0
27472,Loss,0,1,12,8,0,0,-8.0,10.0
27473,Loss,0,1,12,8,0,0,-8.0,10.0
27474,Loss,0,1,12,8,0,0,-8.0,10.0
27475,Loss,0,0,5,2,0,0,-10.0,0.0
27476,Loss,0,0,5,2,0,0,-10.0,0.0
27477,Loss,0,0,5,2,0,0,-10.0,0.0
27478,Loss,0,0,5,2,0,0,-10.0,0.0
27479,Loss,0,0,5,2,0,0,-10.0,0.0
27480,Loss,0,0,5,2,0,0,-10.0,0.0
27481,Loss,0,1,16,10,0,0,-13.0,9.0
27482,Loss,0,1,16,10,0,0,-13.0,9.0
27483,Loss,0,1,16,10,0,0,-13.0,9.0
27484,Loss,0,1,16,5,0,0,-8.0,5.0
27485,Loss,0,1,16,5,0,0,-8.0,5.0
27486,Loss,0,1,16,5,0,0,-8.0,5.0
27487,Loss,0,1,18,9,0,0,-3.0,10.0
27488,Loss,0,9,24,7,0,0,9.0,-7.0
27491,Loss,1,2,26,23,1,1,-6.0,-3.0
27492,Win,1,12,7,2,4,1,-5.0,-1.0
27493,Win,0,10,17,17,5,0,-3.0,-4.0
27494,Win,0,4,19,19,2,0,-5.0,-6.0
27495,Win,1,10,4,3,5,1,3.0,-8.0
27502,Win,3,13,14,11,4,3,0.0,-5.0
27524,Loss,2,6,18,1,2,0,3.0,11.0
27525,Loss,2,6,18,1,2,0,3.0,11.0
27558,Win,1,11,7,7,8,0,7.0,-10.0
27559,Win,1,6,20,2,2,0,7.0,1.0
27560,Win,1,9,7,7,6,1,5.0,-6.0
27561,Win,0,18,4,4,7,0,5.0,-2.0
27562,Win,0,18,4,4,7,0,5.0,-2.0
27563,Loss,0,0,18,5,0,0,-3.0,10.0
27564,Loss,2,3,16,5,0,0,0.0,1.0
27565,Loss,1,3,11,6,3,1,0.0,9.0
27566,Loss,0,3,11,9,3,0,0.0,6.0
27575,Loss,1,2,19,14,2,1,-10.0,4.0
27576,Loss,0,1,8,5,0,0,0.0,10.0
27577,Win,0,10,3,3,6,0,5.0,-10.0
27578,Loss,2,5,5,4,3,1,-5.0,6.0
27579,Loss,2,5,5,4,3,1,-5.0,6.0
27581,Win,1,14,7,7,12,1,3.0,5.0
27582,Win,1,14,7,7,12,1,3.0,5.0
27583,Win,1,17,5,5,11,0,0.0,6.0
27586,Loss,1,2,21,14,1,0,5.0,-2.0
27612,Loss,0,0,11,10,0,0,0.0,11.0
27613,Loss,0,0,11,10,0,0,0.0,11.0
27614,Loss,1,0,15,14,0,0,10.0,3.0
27615,Loss,1,0,15,14,0,0,10.0,3.0
27616,Win,2,24,9,5,10,1,3.0,1.0
27617,Win,2,24,9,5,10,1,3.0,1.0
27618,Loss,1,0,15,10,0,0,0.0,3.0
27619,Loss,1,0,15,10,0,0,0.0,3.0
27620,Win,4,19,9,9,15,3,8.0,-3.0
27621,Win,4,19,9,9,15,3,8.0,-3.0
27627,Draw,2,0,12,0,0,0,-2.0,5.0
27628,Loss,1,0,11,7,0,1,-7.0,6.0
27629,Draw,2,0,6,6,0,1,-10.0,4.0
27630,Loss,1,0,9,5,0,1,-5.0,7.0
27631,Loss,0,3,6,4,2,0,-10.0,4.0
27632,Win,0,3,6,2,1,0,-10.0,4.0
27639,Loss,2,2,25,11,0,1,-6.0,5.0
27640,Loss,2,2,25,11,0,1,-6.0,5.0
27641,Loss,2,6,48,34,3,1,-1.0,-8.0
27642,Loss,0,8,33,26,6,0,-3.0,0.0
27652,Win,4,16,10,10,13,4,4.0,9.0
27653,Win,2,17,5,5,16,2,5.0,-3.0
27656,Loss,1,5,11,1,0,0,-19.0,4.0
27660,Win,3,18,10,9,8,2,-1.0,-1.0
27661,Win,1,33,11,10,17,1,-2.0,-6.0
27664,Win,0,6,27,25,4,0,-6.0,-2.0
27665,Win,0,4,18,18,3,0,0.0,-2.0
27666,Win,0,4,18,18,3,0,0.0,-2.0
27696,Win,0,10,1,0,0,0,-2.0,1.0
27697,Win,0,10,1,0,0,0,-2.0,1.0
27698,Draw,2,1,2,2,0,1,1.0,-5.0
27699,Draw,2,1,2,2,0,1,1.0,-5.0
27700,Draw,2,1,2,2,0,1,1.0,-5.0
27701,Draw,2,1,2,2,0,1,1.0,-5.0
27702,Win,0,10,1,1,8,0,4.0,3.0
27703,Loss,1,2,12,6,1,1,10.0,-1.0
27704,Win,1,10,7,7,9,1,11.0,-4.0
27705,Win,0,10,1,1,5,0,-8.0,5.0
27706,Win,0,7,7,7,5,0,3.0,1.0
27713,Win,0,7,0,0,3,0,2.0,5.0
27714,Win,0,7,0,0,3,0,2.0,5.0
27734,Win,0,6,0,0,3,0,-2.0,-6.0
27735,Win,0,13,0,0,8,0,-5.0,-12.0
27736,Win,0,13,0,0,8,0,-5.0,-12.0
27739,Loss,0,1,16,8,0,0,4.0,-9.0
27745,Loss,0,1,16,11,0,0,-1.0,0.0
27752,Win,0,4,1,1,3,0,1.0,1.0
27753,Win,0,1,0,0,0,0,0.0,5.0
27754,Win,0,1,0,0,0,0,0.0,5.0
27769,Win,1,12,8,8,6,1,10.0,3.0
27770,Win,1,12,8,8,6,1,10.0,3.0
27771,Win,0,14,4,3,3,0,3.0,5.0
27772,Win,0,14,4,3,3,0,3.0,5.0
27773,Win,0,2,4,1,0,0,10.0,5.0
27774,Win,0,2,4,1,0,0,10.0,5.0
27804,Win,1,9,13,10,2,1,5.0,0.0
27819,Loss,0,5,11,2,0,0,-1.0,-3.0
27859,Loss,0,4,11,10,4,0,5.0,13.0
27860,Win,3,6,13,13,5,3,-2.0,9.0
27861,Win,3,14,18,18,12,3,0.0,3.0
27862,Win,3,14,18,17,10,2,0.0,3.0
27864,Win,3,9,22,16,6,3,2.0,9.0
27865,Loss,0,5,71,40,4,0,4.0,6.0
27873,Win,0,5,71,62,4,0,7.0,-3.0
27874,Win,0,3,21,16,0,0,4.0,9.0
27875,Win,8,28,15,12,6,3,2.0,-6.0
27876,Win,1,3,26,18,1,1,3.0,5.0
27877,Win,0,2,35,18,0,0,2.0,0.0
27884,Win,2,6,6,5,4,1,-2.0,3.0
27885,Win,3,10,12,10,7,3,1.0,1.0
27896,Loss,1,2,26,16,1,1,-2.0,2.0
27897,Loss,1,2,26,21,1,1,-4.0,-4.0
27898,Loss,1,2,26,21,1,1,-4.0,-4.0
27899,Loss,1,2,26,21,1,1,-4.0,-4.0
27900,Draw,1,2,15,2,1,0,-3.0,0.0
27901,Draw,1,2,15,2,1,0,-3.0,0.0
27902,Draw,1,2,15,2,1,0,-3.0,0.0
27903,Win,1,2,15,0,0,0,-3.0,0.0
27904,Win,1,2,15,0,0,0,-3.0,0.0
27905,Win,1,2,15,0,0,0,-3.0,0.0
27906,Draw,1,2,15,2,1,0,-3.0,0.0
27907,Draw,1,2,15,2,1,0,-3.0,0.0
27908,Draw,1,2,15,2,1,0,-3.0,0.0
27909,Win,1,2,15,0,0,0,-3.0,0.0
27910,Win,1,2,15,0,0,0,-3.0,0.0
27911,Win,1,2,15,0,0,0,-3.0,0.0
27912,Draw,1,2,15,2,1,0,-3.0,0.0
27913,Draw,1,2,15,2,1,0,-3.0,0.0
27914,Draw,1,2,15,2,1,0,-3.0,0.0
27915,Win,1,2,15,0,0,0,-3.0,0.0
27916,Win,1,2,15,0,0,0,-3.0,0.0
27917,Win,1,2,15,0,0,0,-3.0,0.0
27918,Win,4,19,9,9,14,4,5.0,-3.0
27919,Win,4,19,9,9,14,4,5.0,-3.0
27920,Win,4,19,9,9,14,4,5.0,-3.0
27921,Win,4,19,9,9,14,4,5.0,-3.0
27922,Win,4,19,9,9,14,4,5.0,-3.0
27923,Win,4,19,9,9,14,4,5.0,-3.0
27924,Win,4,19,9,9,14,4,5.0,-3.0
27925,Win,4,19,9,9,14,4,5.0,-3.0
27926,Win,4,19,9,9,14,4,5.0,-3.0
27933,Loss,1,0,11,8,0,1,2.0,-1.0
27934,Loss,1,0,11,8,0,1,2.0,-1.0
27935,Loss,1,0,11,8,0,1,2.0,-1.0
27947,Loss,1,2,13,5,0,0,8.0,0.0
27948,Win,2,7,9,8,5,2,10.0,-11.0
27954,Win,4,8,7,5,2,2,-2.0,-2.0
27955,Win,1,5,15,12,3,1,-2.0,1.0
27956,Win,1,5,15,12,3,1,-2.0,1.0
27957,Win,1,5,15,12,3,1,-2.0,1.0
27990,Loss,1,7,22,18,6,1,0.0,-7.0
27991,Win,1,6,13,12,5,1,11.0,-5.0
27992,Win,1,6,13,12,5,1,11.0,-5.0
27993,Win,1,6,13,12,5,1,11.0,-5.0
27994,Win,2,20,33,31,19,2,14.0,-11.0
27997,Win,0,3,3,2,1,0,3.0,-6.0
27998,Loss,2,20,33,26,14,2,10.0,-5.0
27999,Win,0,5,13,2,0,0,2.0,-1.0
28000,Loss,1,11,39,29,2,1,8.0,-10.0
28001,Loss,0,2,19,14,0,0,0.0,-3.0
28003,Win,1,1,5,4,0,1,-5.0,1.0
28004,Win,1,1,5,4,0,1,-5.0,1.0
28005,Win,0,4,10,4,1,0,2.0,1.0
28006,Loss,1,4,22,8,0,1,2.0,-1.0
28007,Loss,1,4,22,8,0,1,2.0,-1.0
28008,Loss,1,4,22,8,0,1,2.0,-1.0
28013,Loss,2,20,33,31,20,2,5.0,-4.0
28015,Loss,1,0,11,4,0,0,2.0,2.0
28018,Loss,1,3,13,10,3,1,0.0,-2.0
28020,Win,0,7,6,6,4,0,-16.0,-2.0
28021,Win,2,9,9,4,2,1,-8.0,0.0
28023,Loss,2,9,9,6,5,2,-10.0,11.0
28025,Win,0,5,12,12,3,0,4.0,-2.0
28058,Win,0,8,18,5,2,0,3.0,0.0
28060,Draw,3,4,7,4,2,0,-5.0,0.0
28061,Loss,1,3,9,7,2,0,-2.0,0.0
28062,Loss,1,3,9,7,2,0,-2.0,0.0
28063,Win,0,8,18,14,4,0,0.0,-2.0
28064,Loss,1,4,28,26,3,1,3.0,-9.0
28065,Loss,1,4,10,7,3,1,-3.0,-1.0
28066,Loss,1,4,10,7,3,1,-3.0,-1.0
28068,Loss,1,0,11,9,0,1,-5.0,0.0
28093,Loss,0,15,30,24,4,0,-1.0,-1.0
28094,Loss,0,15,30,29,7,0,-3.0,-4.0
28194,Win,1,2,10,4,1,1,-9.0,-4.0
28195,Win,1,2,10,4,1,1,-9.0,-4.0
28196,Win,1,2,10,4,1,1,-9.0,-4.0
28197,Win,1,2,10,4,1,1,-9.0,-4.0
28208,Win,0,4,5,5,2,0,3.0,-3.0
28209,Win,0,4,5,5,2,0,3.0,-3.0
28210,Win,0,18,4,4,14,0,3.0,-3.0
28211,Win,0,18,4,4,14,0,3.0,-3.0
28212,Loss,2,7,5,1,6,1,13.0,-8.0
28213,Loss,0,1,8,7,1,0,5.0,-4.0
28214,Win,0,4,5,5,3,0,-4.0,0.0
28215,Win,0,4,5,5,3,0,-4.0,0.0
28216,Win,1,8,5,2,6,1,-2.0,0.0
28217,Win,1,8,5,2,6,1,-2.0,0.0
28219,Win,0,7,2,1,2,0,-4.0,5.0
28233,Win,0,4,5,3,1,0,15.0,-1.0
28234,Win,0,4,1,1,1,0,21.0,-8.0
28280,Win,6,14,10,8,8,5,-3.0,-13.0
28281,Win,6,14,10,8,8,5,-3.0,-13.0
28290,Loss,2,0,4,3,0,2,-2.0,-4.0
28291,Loss,2,0,4,3,0,2,-2.0,-4.0
28292,Win,2,5,12,8,1,2,2.0,-1.0
28293,Draw,2,5,12,4,1,0,2.0,-1.0
28295,Loss,1,6,19,13,2,0,2.0,-7.0
28296,Loss,0,5,23,15,0,0,0.0,-2.0
28297,Loss,0,5,23,8,0,0,0.0,-2.0
28310,Win,0,2,1,1,1,0,-3.0,4.0
28311,Loss,0,0,5,2,0,0,-2.0,10.0
28313,Loss,0,2,20,13,0,0,-8.0,5.0
28314,Loss,0,2,20,13,0,0,-8.0,5.0
28317,Win,2,4,31,30,3,2,19.0,-7.0
28318,Win,2,4,31,30,3,2,19.0,-7.0
28319,Win,2,4,31,30,3,2,19.0,-7.0
28320,Win,2,4,31,30,3,2,19.0,-7.0
28321,Loss,0,2,20,18,1,0,-8.0,3.0
28322,Loss,0,2,20,18,1,0,-8.0,3.0
28323,Win,7,46,23,13,35,7,2.0,7.0
28324,Win,7,46,23,13,35,7,2.0,7.0
28325,Win,7,46,23,13,35,7,2.0,7.0
28326,Win,7,46,23,13,35,7,2.0,7.0
28327,Win,7,46,23,13,35,7,2.0,7.0
28328,Win,7,46,23,13,35,7,2.0,7.0
28329,Loss,0,2,20,5,0,0,-12.0,0.0
28334,Loss,0,12,14,12,10,0,5.0,-3.0
28335,Loss,0,12,14,12,10,0,5.0,-3.0
28336,Loss,0,6,14,13,3,0,-3.0,4.0
28337,Loss,0,8,38,36,6,0,13.0,-4.0
28343,Win,1,15,17,17,12,1,3.0,-4.0
28344,Loss,0,0,17,10,0,0,5.0,4.0
28345,Loss,0,0,17,10,0,0,5.0,4.0
28346,Loss,0,0,13,12,0,0,2.0,2.0
28347,Loss,0,0,13,12,0,0,2.0,2.0
28348,Loss,0,2,12,7,0,0,-2.0,3.0
28365,Win,0,12,15,12,6,0,12.0,-6.0
28416,Win,2,7,5,0,2,0,13.0,-6.0
28417,Loss,0,1,8,3,0,0,0.0,-2.0
28436,Win,0,27,5,4,14,0,-5.0,-1.0
28437,Win,0,27,5,4,14,0,-5.0,-1.0
28442,Loss,2,1,12,7,0,2,-3.0,3.0
28443,Loss,2,1,12,7,0,2,-3.0,3.0
28444,Loss,2,1,12,7,0,2,-3.0,3.0
28445,Loss,2,1,12,7,0,2,-3.0,3.0
28452,Win,0,27,5,5,19,0,0.0,-5.0
28453,Win,0,27,5,5,19,0,0.0,-5.0
28456,Loss,2,1,12,6,0,2,2.0,-1.0
28457,Loss,2,1,12,6,0,2,2.0,-1.0
28458,Loss,2,1,12,6,0,2,2.0,-1.0
28459,Loss,2,1,12,6,0,2,2.0,-1.0
28472,Win,0,8,1,1,6,0,-18.0,11.0
28473,Win,0,8,1,1,4,0,4.0,2.0
28489,Loss,0,24,38,37,23,0,5.0,9.0
28492,Loss,1,3,9,0,0,1,-1.0,11.0
28509,Loss,0,10,16,10,1,0,7.0,-12.0
28510,Win,0,9,10,8,6,0,-3.0,-7.0
28511,Loss,0,4,4,2,2,0,-9.0,4.0
28512,Loss,0,9,33,32,6,0,5.0,-5.0
28540,Win,0,8,1,1,5,0,20.0,-5.0
28541,Win,0,8,1,1,3,0,17.0,-6.0
28552,Loss,0,6,15,12,6,0,-3.0,4.0
28554,Loss,1,24,37,35,19,1,2.0,-13.0
28555,Loss,0,1,6,3,1,0,2.0,-5.0
28556,Loss,0,1,2,1,1,0,-10.0,5.0
28557,Win,1,24,37,37,21,1,2.0,-16.0
28569,Win,4,27,6,6,22,4,5.0,-5.0
28571,Draw,2,8,3,3,8,1,10.0,-4.0
28573,Win,4,27,6,2,1,1,-3.0,-4.0
28574,Win,1,28,16,15,24,1,-4.0,-8.0
28575,Win,4,27,6,6,24,4,2.0,-8.0
28576,Win,4,27,6,6,23,4,2.0,-8.0
28591,Draw,1,0,6,0,0,0,-7.0,-2.0
28592,Win,0,6,10,10,3,0,-7.0,-8.0
28628,Loss,0,5,14,0,0,0,-11.0,6.0
28701,Loss,0,3,14,13,1,0,-3.0,-5.0
28702,Loss,0,3,14,13,1,0,-3.0,-5.0
28759,Loss,0,2,6,2,0,0,6.0,19.0
28790,Win,4,17,3,0,3,1,-2.0,9.0
28792,Win,0,7,2,1,5,0,10.0,-1.0
28793,Win,0,7,2,1,5,0,10.0,-1.0
28794,Win,0,7,2,1,4,0,10.0,-1.0
28795,Win,0,7,2,1,4,0,10.0,-1.0
28802,Loss,0,0,7,6,0,0,-2.0,17.0
28803,Loss,0,1,8,6,0,0,-5.0,10.0
28805,Loss,0,0,7,4,0,0,3.0,9.0
28809,Loss,0,0,7,1,0,0,8.0,12.0
28810,Loss,0,1,8,0,0,0,5.0,8.0
28833,Win,0,4,0,0,1,0,-3.0,-15.0
28834,Win,0,4,0,0,1,0,-3.0,-15.0
28835,Win,0,13,3,2,11,0,0.0,-14.0
28837,Win,1,5,2,2,4,1,-7.0,16.0
28838,Win,1,5,2,2,4,1,-7.0,16.0
28867,Loss,1,1,2,1,1,0,0.0,11.0
28868,Loss,1,1,2,1,1,0,0.0,11.0
28873,Win,2,11,7,7,10,2,0.0,-14.0
28878,Loss,0,0,8,5,0,0,-20.0,3.0
28879,Loss,0,0,8,5,0,0,-20.0,3.0
28882,Loss,0,0,8,1,0,0,-10.0,-1.0
28883,Loss,0,0,8,1,0,0,-10.0,-1.0
28887,Loss,0,4,21,15,0,0,-10.0,0.0
28888,Loss,0,4,21,15,0,0,-10.0,0.0
28889,Loss,0,0,13,7,0,0,-5.0,7.0
28890,Loss,0,0,13,7,0,0,-5.0,7.0
28891,Loss,0,1,10,2,0,0,-5.0,3.0
28892,Loss,0,1,10,2,0,0,-5.0,3.0
28913,Draw,1,3,4,2,0,0,-12.0,-1.0
28926,Win,0,13,4,4,6,0,0.0,-6.0
